headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
exactly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,exactly,"正確に, きちんと / まさしく / 《否定文で》正確なところ,必ずしも(…でない)  / 《返事で》《yesの代わりに》全くそうです,そのとおりです / 《not ~の形で否定して》必ずしもそうではない",,"正確に, きちんと / まさしく / 《否定文で》正確なところ,必ずしも(…でない)  / 《返事で》《yesの代わりに》全くそうです,そのとおりです / 《not ~の形で否定して》必ずしもそうではない",/ɪɡˈzæktli/,14623,He followed the instructions exactly.,彼は指示を正確に従った。,2998302
exam,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,exam,"〈C〉試験 , テスト /（医師の）検査, 診断",,"〈C〉試験 , テスト /（医師の）検査, 診断",/ɪɡˈzæm/,14631,I have an exam tomorrow.,明日、試験があります。,2998304
except,conjunction,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,except,"…を除いて,のほかは",,"…を除いて,のほかは",/ɪkˈsɛpt/,14651,I didn't tell him anything except that I needed the money.,私はお金が必要だということ以外は彼に何も言いませんでした。,3946229
except,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,except,"…を除いて,のほかは",,"…を除いて,のほかは",/ɪkˈsɛpt/,9704112,Nobody was hungry except me.,私だけが空腹だった。,81473
exchange,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,exchange,〈U〉〈C〉《...との》取り替え《for ...》 / 《...と》交換すること《with ...》,,〈U〉〈C〉《...との》取り替え《for ...》 / 《...と》交換すること《with ...》,/ɪksˈtʃeɪndʒ/,9702598,It is a system of direct exchange of goods.,それは物資を直接交換する制度である。,116734
exercise,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,exercise,"〈U〉(身体の) 運動 / 〈C〉《...の》 練習 《in, for, on ...》 / 〈U〉〈C〉《the ~》 《...を》 働かせること, 《...の》 行使 《of ...》 /",,"〈U〉(身体の) 運動 / 〈C〉《...の》 練習 《in, for, on ...》 / 〈U〉〈C〉《the ~》 《...を》 働かせること, 《...の》 行使 《of ...》 /",/ˈɛksərsaɪz/,9703604,Walking is a good exercise.,歩くことはよい運動です。,9100
exhibition,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: Free time, entertainment",,exhibition,"〈U〉《an~》(感情などを)表すこと,示すこと,(能力などの)発揮《+of+名》  / 〈C〉(…の)展覧会,展示会《+of+名》  / 〈C〉《英》奨学金",,"〈U〉《an~》(感情などを)表すこと,示すこと,(能力などの)発揮《+of+名》  / 〈C〉(…の)展覧会,展示会《+of+名》  / 〈C〉《英》奨学金",/ˌɛksəˈbɪʃən/,14743,I visited an art exhibition last weekend.,先週末、私は美術展に行きました。,2998348
exist,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,exist,"存在する,実在する  / 生在する,生きている  / 生じる,見られる,起こる",,"存在する,実在する  / 生在する,生きている  / 生じる,見られる,起こる",/ɪɡˈzɪst/,14757,Many different species of animals exist in the world.,世界には多くの異なる種類の動物が存在しています。,2998352
expect,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,expect,"〈他〉を予期する, 予想する / (当然のこととして)…を要求する / 〈物・事〉を期待する",,"〈他〉を予期する, 予想する / (当然のこととして)…を要求する / 〈物・事〉を期待する",/ɪkˈspɛkt/,14798,I expect to receive the package tomorrow.,明日、荷物を受け取ることを期待しています。,2998361
experience,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,experience,"〈U〉《…の》経験,体験《in ...》 / 〈C〉経験したこと, 体験したこと",,"〈U〉《…の》経験,体験《in ...》 / 〈C〉経験したこと, 体験したこと",/ɪkˈspɪə.ri.əns/,9702601,The team is lacking in experience.,チームは経験が不足しています。,3000668
expert,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,expert,"〈C〉《...の》専門家, 熟練者《at, in, on ...》",,"〈C〉《...の》専門家, 熟練者《at, in, on ...》",/ɪkˈspɜːrt/,14827,He is an expert in his field.,彼はその分野のエキスパートだ。,2998365
explain,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,explain,〈他〉...を説明する / 《...を》説明する《on ...》,,〈他〉...を説明する / 《...を》説明する《on ...》,/ɪkˈspleɪn/,14836,Can you explain how to solve this math problem?,この数学の問題を解く方法を説明してもらえますか？,2998372
explanation,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,explanation,"〈U〉〈C〉(…の)説明,解説,弁明《+of+名》  / 〈C〉(…の)説明(弁明)となる事(物)《+of(for)+名》",,"〈U〉〈C〉(…の)説明,解説,弁明《+of+名》  / 〈C〉(…の)説明(弁明)となる事(物)《+of(for)+名》",/ˌɛkspləˈneɪʃən/,14839,Can you give me an explanation for your behavior?,あなたの行動の説明をしてもらえますか？,2998375
explore,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,explore,〈他〉を探検する / を詳しく調べる〈自〉探検する,,〈他〉を探検する / を詳しく調べる〈自〉探検する,/ɪkˈsplɔːr/,14852,I love to explore new places and discover hidden gems.,私は新しい場所を探検し、隠れた名所を発見するのが大好きだ。,2998378
express,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,express,〈U〉(手紙・荷物などの) 至急便 / 〈C〉(列車・バスなどの) 急行,,〈U〉(手紙・荷物などの) 至急便 / 〈C〉(列車・バスなどの) 急行,/ɪkˈsprɛs/,9702605,Is this an express?,これは急行ですか。,130189
expression,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,expression,"〈U/C〉《思想・意見・考えなどを》言葉で表すこと, 《…の》表現《of ...》  / 〈C〉《考え・気持ちなどの》あらわれ, 印《of ...》  / 《考え・気持ちなどを表す》顔つき, 表情《of ...》",,"〈U/C〉《思想・意見・考えなどを》言葉で表すこと, 《…の》表現《of ...》  / 〈C〉《考え・気持ちなどの》あらわれ, 印《of ...》  / 《考え・気持ちなどを表す》顔つき, 表情《of ...》",/ɪkˈsprɛʃən/,14874,He has a very expressive face.,彼はとても表情豊かな顔をしています。,2998391
extra,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,extra,余分の / 臨時の,,余分の / 臨時の,/ˈɛkstrə/,9702606,Will there be an extra charge for that?,それには追加料金がかかりますか。,117501
extra,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,extra,余分に / 特別に,,余分に / 特別に,/ˈɛkstrə/,9702607,A permanent costs extra.,パーマは別料金です。,110340
extremely,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,extremely,"極めて, 極端に,非常に過度に",,"極めて, 極端に,非常に過度に",/ɪkˈstriːmli/,14960,She is extremely intelligent.,彼女は非常に賢いです。,1628200
face,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,face,"〈他〉に面する,の方を向く / 《...に》を向ける《toward ...》 / に直面する / 《...で》に上塗りする《with ...》〈自〉《...に》面する,向く《on, to ...》",,"〈他〉に面する,の方を向く / 《...に》を向ける《toward ...》 / に直面する / 《...で》に上塗りする《with ...》〈自〉《...に》面する,向く《on, to ...》",/feɪs/,9703606,They are faced with a serious situation.,彼らは容易ならぬ事態に直面している。,21820
fact,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fact,"〈C〉事実,実際にある(あった)事  / 〈U〉真相,真実(truth)  / 《the~》(法律用語で)犯行",,"〈C〉事実,実際にある(あった)事  / 〈U〉真相,真実(truth)  / 《the~》(法律用語で)犯行",/fækt/,15073,It is a well-known fact that smoking is harmful to your health.,喫煙が健康に悪いことはよく知られている事実です。,2998444
fail,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fail,失敗する / 《~ to do》...し損なう / 衰える / (いざというときに)〈人〉の役にたたない / 〈学科・試験など〉に落第する,,失敗する / 《~ to do》...し損なう / 衰える / (いざというときに)〈人〉の役にたたない / 〈学科・試験など〉に落第する,/fel/,15112,"I tried my best, but I failed the exam.",一生懸命頑張ったけど、試験に落ちちゃった。,1641046
fairly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fairly,"公平に, 公正に / かなり, 相当に / 全く, すっかり, まさしく",,"公平に, 公正に / かなり, 相当に / 全く, すっかり, まさしく",/ˈfɛərli/,15135,She played fairly in the game.,彼女はゲームで公平にプレイしました。,1665442
fall,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fall,"落下する / 〈人・物が〉倒れる《down, over》 / 〈程度・数量・値段などが〉《…まで》下がる《to ...》 / なる, 陥る",,"落下する / 〈人・物が〉倒れる《down, over》 / 〈程度・数量・値段などが〉《…まで》下がる《to ...》 / なる, 陥る",/fɔːl/,15158,I love watching the leaves fall in autumn.,私は秋に葉が落ちるのを見るのが好きです。,2998467
familiar,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,familiar,"よく知られている, 見慣れた / 《be ~》よく知っている, 《...に》精通している《with ...》 / 親しい",,"よく知られている, 見慣れた / 《be ~》よく知っている, 《...に》精通している《with ...》 / 親しい",/fəˈmɪliər/,15194,He is a familiar face in the neighborhood.,彼は近所ではよく知られた顔です。,2998469
fancy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fancy,"[形容詞] 高級な,派手な,装飾的な, 
[名詞] 空想, 思いつき, 好み,",,"[形容詞] 高級な,派手な,装飾的な, 
[名詞] 空想, 思いつき, 好み,",/'fænsi/,15220,"Her room is so fancy, in contrast to me.",私とは対照的に、彼女の部屋はとても派手だ。,1627481
fantastic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fantastic,"異様な, 風変わりな / 想像上の, 根拠のない / 《話》とてもすばらしい",,"異様な, 風変わりな / 想像上の, 根拠のない / 《話》とてもすばらしい",/fænˈtæstɪk/,15237,The view from the top of the mountain was fantastic.,山の頂上からの景色は異様に素晴らしかった。,2998490
far,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,far,"《距離》遠くに,遠くへ,はるかに  / 《時間》ずっと後まで(に),ずっと先まで(に)  / 《程度》《形容詞・副詞[句],およびその比較級を修飾して》ずっと,はるかに(much),たいそう",,"《距離》遠くに,遠くへ,はるかに  / 《時間》ずっと後まで(に),ずっと先まで(に)  / 《程度》《形容詞・副詞[句],およびその比較級を修飾して》ずっと,はるかに(much),たいそう",/fɑːr/,15242,You are [[going too far|go too far]].,言い過ぎですよ。,88855
fare,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Travel",,fare,"〈C〉(乗り物の)料金, 運賃  / 料金を払って乗る乗客  / 〈U〉食物, 料理 /",,"〈C〉(乗り物の)料金, 運賃  / 料金を払って乗る乗客  / 〈U〉食物, 料理 /",/fɛr/,15254,The fare for the train ride is $10.,電車の乗車料金は10ドルです。,2998492
fascinating,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fascinating,"魅惑的な,うっとりさせる",,"魅惑的な,うっとりさせる",/fæsɪˈneɪtɪŋ/,15282,The museum had a fascinating collection of ancient artifacts.,その博物館には魅惑的な古代の遺物のコレクションがありました。,2998507
fashion,noun,"CoreInventory_1: Shopping

CoreInventory 2: 

Threshold: Shopping",,fashion,〈U〉流行；やり方；様式〈C〉流行しているもの；社交界,,〈U〉流行；やり方；様式〈C〉流行しているもの；社交界,/'fæʃən/,15286,She has a great sense of fashion.,彼女はファッションセンスが素晴らしいです。,2998506
fast-food,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Food and drink",,fast-food,"ファストフード、(食物が)用意に手間のかからない,立ち食い(持ち帰り)用の",,"ファストフード、(食物が)用意に手間のかからない,立ち食い(持ち帰り)用の",/fæst fud/,15293,I love eating fast-food because it is convenient.,私はファストフードを食べるのが好きです。なぜならそれが便利だからです。,2998509
fault,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,fault,〈C〉欠点 / 誤り / 〈U〉(過失の) 責任,,〈C〉欠点 / 誤り / 〈U〉(過失の) 責任,/fɔlt/,15339,It's not my fault that the car broke down.,車が故障したのは私のせいではありません。,2998523
favor/favour,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,favor,"〈C〉親切な行為 / 〈U〉好意, 支持 / 偏愛, えこひいき /",,"〈C〉親切な行為 / 〈U〉好意, 支持 / 偏愛, えこひいき /",/'feɪ.vər/,15350,Can you do me a favor and pick up some groceries?,お願いがあるんだけど、買い物に行ってくれる？,2998525
