headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
catalog/catalogue,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Shopping",,catalog,"目録,カタログ,(大学などの)案内書,説明書  / …'を'目録に載せる,‘の'目録を作る",,"目録,カタログ,(大学などの)案内書,説明書  / …'を'目録に載せる,‘の'目録を作る",/'kætəlɔɡ/,6600,I received a new catalog in the mail today.,今日、郵便で新しい目録を受け取りました。,3009297
catalyst,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catalyst,触媒[剤]、変化を促進するもの、誘因,,触媒[剤]、変化を促進するもの、誘因,/'kætəlɪst/,6605,The catalyst is essential for the chemical reaction to occur.,触媒は化学反応が起こるために不可欠です。,3009303
catastrophe,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catastrophe,"〈U/C〉(突然の)大変動,大災害  / 悲劇的結末,破局",,"〈U/C〉(突然の)大変動,大災害  / 悲劇的結末,破局",/kəˈtæstrəfi/,6614,The earthquake caused a catastrophe in the city.,地震が都市で大災害を引き起こしました。,3009298
catastrophic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catastrophic,"悲劇的な,大異変の,破滅的な",,"悲劇的な,大異変の,破滅的な",/kəˈtæstrəfɪk/,6615,The earthquake caused catastrophic damage to the city.,地震は都市に悲劇的な被害をもたらしました。,1631225
catchy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catchy,調子がおもしろくて覚えやすい / 引っ掛かりやすい(tricky),,調子がおもしろくて覚えやすい / 引っ掛かりやすい(tricky),/'kætʃi/,6635,The catchy tune stuck in my head all day.,そのキャッチーな曲は一日中頭から離れなかった。,1634641
categorization/categorisation,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,categorization,カテゴリー化,,カテゴリー化,/kætəɡəraɪˈzeɪʃən/,9703429,"In some categorizations, tomatoes are fruit, while in others they are considered vegetables.",トマトは、ある分類では果物であるが、他の分類では野菜と考えられる。,3010963
catering,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,catering,料理を調達する人・サービス、 賄(まかな)うこと,,料理を調達する人・サービス、 賄(まかな)うこと,/ˈkeɪtərɪŋ/,9704382,I arranged catering for tomorrow's party.,明日のパーティーにはケータリングを手配しました。,6520
cathedral,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,cathedral,"(bishopが統轄する)『大寺院』,大聖堂,大伽藍(がらん) / (一般の)大教会",,"(bishopが統轄する)『大寺院』,大聖堂,大伽藍(がらん) / (一般の)大教会",/kəˈθiː.drəl/,6657,The cathedral is a magnificent example of Gothic architecture.,大聖堂はゴシック建築の見事な例です。,3009307
cause,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cause,〈U〉原因 / 正当な理由 / 主義 / 目的〈U〉〈C〉訴訟,,〈U〉原因 / 正当な理由 / 主義 / 目的〈U〉〈C〉訴訟,/kɔz/,9704062,The cause of the problem is indeterminable.,問題の原因は解決できない。,1632350
cease,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cease,"〈自〉止む,終わる / 〈他〉をやめる,を中止する",,"〈自〉止む,終わる / 〈他〉をやめる,を中止する",/sis/,6752,The fighting ceased after the peace treaty was signed.,平和条約が署名された後、戦闘は終了した。,3009373
ceiling,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,ceiling,"天井  / いちばん高い所,頂上  / (価格・賃金などの)最高限度  / (航空機の)上昇限度",,"天井  / いちばん高い所,頂上  / (価格・賃金などの)最高限度  / (航空機の)上昇限度",/siːlɪŋ/,6761,The spider was crawling on the ceiling.,クモが天井を這っていました。,3009375
cellar,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,cellar,"『地下室』(basement)食料貯蔵室,穴蔵;(地下の)ぶどう酒貯蔵室 / 貯蔵ぶどう酒 / 《話》《the ~》(スポーツのチームなどの)最下位",,"『地下室』(basement)食料貯蔵室,穴蔵;(地下の)ぶどう酒貯蔵室 / 貯蔵ぶどう酒 / 《話》《the ~》(スポーツのチームなどの)最下位",/sɛlər/,6782,I store my food in the cellar.,私は地下室に食料を保管しています。,3009378
cellist,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,cellist,チェロ奏者,,チェロ奏者,/'sɛlɪst/,6787,She is a talented cellist.,彼女は才能あるチェロ奏者です。,1650795
cello,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cello,チェロ(楽器)[violoncelloの短縮形],,チェロ(楽器)[violoncelloの短縮形],/sɛˈloʊ/,6788,She plays the cello beautifully.,彼女はチェロを美しく演奏します。,3009380
cemetery,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,cemetery,"(教会に付属しない)『共同墓地』,埋葬地",,"(教会に付属しない)『共同墓地』,埋葬地",/sɛmətɛri/,6801,I visited the cemetery to pay my respects to my grandparents.,私は祖父母に敬意を表するために墓地を訪れました。,1627913
centigrade,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,centigrade,(温度計の)百分度 / セ氏温度計,,(温度計の)百分度 / セ氏温度計,/sɛn.tɪ.ɡreɪd/,9703431,The number at the bottom is the recommended water temperature in Centigrade.,一番下の数字は摂氏で表示された推奨水温です。,3010965
certificate,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,certificate,"〈C〉証明書,免許証(状),卒業証書",,"〈C〉証明書,免許証(状),卒業証書",/sərˈtɪfɪkət/,6903,I received a certificate for completing the course.,私はコースを修了したことを証明するための証明書を受け取りました。,3009409
certification,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,certification,"〈U〉証明,保証,認可,検定;証明書の交付  / 〈C〉証明書(certificate)",,"〈U〉証明,保証,認可,検定;証明書の交付  / 〈C〉証明書(certificate)",/sɝː.tɪ.fɪˈkeɪ.ʃən/,6906,She received her certification as a yoga instructor.,彼女はヨガインストラクターの資格を取得しました。,1635750
certify,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,certify,を証明する / を保証する / を確認する,,を証明する / を保証する / を確認する,/sərˈtɪfaɪ/,6913,The document needs to be certified before it can be submitted.,書類は提出する前に証明される必要があります。,3009411
challenge,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,challenge,〈他〉に挑む / に異議を申し立てる,,〈他〉に挑む / に異議を申し立てる,/tʃælɪndʒ/,9703432,Betty challenged me to a game of tennis.,ベティは私にテニスの試合を挑んだ。,108708
chancellor,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chancellor,"〈C〉(西独・オーストリアなどの)首相  /  (アメリカのいくつかの大学で)総長,学長 / 各種の高官の称号",,"〈C〉(西独・オーストリアなどの)首相  /  (アメリカのいくつかの大学で)総長,学長 / 各種の高官の称号",/ˈtʃænsələr/,7008,The chancellor is responsible for leading the government.,首相は政府を指導する責任があります。,3009332
chaotic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chaotic,"混沌とした,無秩序の",,"混沌とした,無秩序の",/keɪˈɑːtɪk/,7036,The party was chaotic with people running around and music blaring.,パーティーは人々が走り回り、音楽が轟音となるなど、混とんとしていた。,1652767
characteristic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,characteristic,"特有の ,独特の",,"特有の ,独特の",/kæɹəktəˈɹɪstɪk/,9702468,It is characteristic of him to do such a thing.,そんなことをするとはいかにも彼らしい。,116240
charming,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,charming,"『魅力的な』,美しい;楽しい",,"『魅力的な』,美しい;楽しい",/tʃɑr.mɪŋ/,7103,She has a charming personality.,彼女は魅力的な性格を持っています。,3009347
chase,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chase,"〈人・動物など〉を追いかける / 《…から》〈人・動物など〉を追い払う 《from, out of ...》 / 《...を》追う, 追跡する 《after ...》 / 《話》《...を》走り回る《about ...》",,"〈人・動物など〉を追いかける / 《…から》〈人・動物など〉を追い払う 《from, out of ...》 / 《...を》追う, 追跡する 《after ...》 / 《話》《...を》走り回る《about ...》",/ʧeɪs/,9702471,The policeman chased the thief.,その警官は泥棒を追跡した。,123011
cheat,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cheat,〈他〉騙す / 〈自〉不正をする,,〈他〉騙す / 〈自〉不正をする,/tʃiːt/,7149,"He tried to cheat on the test, but he got caught.",彼はテストでカンニングしようとしたが、バレた。,3009358
checkpoint,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,checkpoint,検問所,,検問所,/ˈtʃɛkˌpɔɪnt/,7161,I was stopped at the checkpoint for a routine inspection.,私は検問所で定期的な検査のために止められました。,3009366
cheeky,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cheeky,"ずうずうしい,生意気な",,"ずうずうしい,生意気な",/tʃiːki/,7171,He made a cheeky comment during the meeting.,彼は会議中にずうずうしいコメントをした。,1636078
cheerfully,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cheerfully,元気よく / 明るく / うきうきと / 楽しそうに,,元気よく / 明るく / うきうきと / 楽しそうに,/tʃɪərfəli/,9704449,He talks very cheerfully.,彼はとても楽しそうに話す。,37232
cheerfulness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cheerfulness,上機嫌,,上機嫌,/tʃɪərfəlnəs/,9703434,She overcame the hardship with her characteristic cheerfulness.,彼女は持ち前の明るさで困難を乗り越えた。,3010966
chemotherapy,noun,"CoreInventory_1: Scientific development

CoreInventory 2: 

Threshold: ",,chemotherapy,化学療法,,化学療法,/t͡ʃiːmoʊˈθɛrəpi/,7201,She underwent chemotherapy to treat her cancer.,彼女はがんを治療するために化学療法を受けました。,1651323
cherished,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,cherished,大切にしている,,大切にしている,/tʃɛrɪʃt/,9703435,Loyalty is a virtue that should be cherished.,忠義は大切にすべき美徳です。,3001047
cherry,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Food and drink",,cherry,〈C〉『サクランボ』 / 〈C〉『サクラの木』 / 〈U〉サクラ材 / 〈U〉サクラ色 / サクラ色の,,〈C〉『サクランボ』 / 〈C〉『サクラの木』 / 〈U〉サクラ材 / 〈U〉サクラ色 / サクラ色の,/ˈtʃɛri/,7209,I picked some delicious cherries from the tree.,私は木から美味しいサクランボを摘みました。,3009428
chew,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chew,"〈食物〉'を'『噛む』,噛み砕く / …'を'噛んで作る",,"〈食物〉'を'『噛む』,噛み砕く / …'を'噛んで作る",/tʃuː/,7233,I chew my food thoroughly before swallowing.,私は食べ物をよく噛んでから飲み込みます。,3009431
chief,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,chief,"長,責任者,長官",,"長,責任者,長官",/tʃiːf/,9702474,He is the chief of the company.,彼はその会社の最高位の人物です。,3009436
childish,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,childish,『子供の』;子供らしい / 『幼稚な』,,『子供の』;子供らしい / 『幼稚な』,/ˈtʃaɪldɪʃ/,7289,He still has a childish sense of humor.,彼はまだ子供っぽいユーモアのセンスを持っている。,3009440
chimney,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,chimney,『煙突』 / (ランプの)ほや / 煙突食の物;(火山の)噴煙口;(岩面の)直立裂孔(煙突を二つに割ったような裂け目),,『煙突』 / (ランプの)ほや / 煙突食の物;(火山の)噴煙口;(岩面の)直立裂孔(煙突を二つに割ったような裂け目),/ˈtʃɪmni/,7313,The smoke billowed out of the chimney.,煙が煙突から立ちのぼった。,3009450
chip,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chip,"薄切り,欠け目,傷,かけら",,"薄切り,欠け目,傷,かけら",/tʃɪp/,7352,I ordered a bag of potato chips.,私はポテトチップスの袋を注文しました。,3009454
chop,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chop,〈他〉(おのなどで)…をたたき切る / …を切り刻む《up》 / 〈自〉 《…を》たたき切る《at ...》 /,,〈他〉(おのなどで)…をたたき切る / …を切り刻む《up》 / 〈自〉 《…を》たたき切る《at ...》 /,/tʃɑp/,7426,I need to chop some vegetables for dinner.,夕食のために野菜を切る必要があります。,2996961
chunk,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,chunk,"(…の)厚切り,厚いかたまり《+of+名》  / かなりの量(額,部分)",,"(…の)厚切り,厚いかたまり《+of+名》  / かなりの量(額,部分)",/tʃʌŋk/,7535,I ordered a chunk of steak for dinner.,夕食に厚切りのステーキを注文しました。,1659099
