cefr,headword,pos,first_meaning,meaning_raw,issues
A1,television,noun,テレビ放送,〈U〉テレビ放送(《略》TV)  / (また television set)〈C〉テレビ[受像機]  / 〈U〉テレビ産業;テレビ放送技術,
A1,tell,verb,…を話す,"…‘を'話す,語る,言う;〈人〉‘に'話す  / 《tell+名〈人〉+to do》(…するように)〈人〉‘に'命じる  / …‘を'見分ける,識別する  / …‘が'分かる,‘を'知る  / …‘を'表す  / 《古》…‘の'数を勘定する,‘を'数える　語る　(…を)物語る,示す《+of+名》  / (人のことを)告げ口する,密告する《+on+名》  / 《can, be able to などを",has_dots
A1,temple,noun,神殿,"(古代ギリシア・ローマ・エジプトなどの)『神殿』;(ヒンズー教・仏教などの)『寺院』,寺 / (ユダヤ教・モルモン教などの)『神殿』,教会,礼拝堂",
A1,ten,number,10,"〈C〉(数の)10,10の記号(10,Xなど)  / 〈U〉10時,10分;10歳  / 〈U〉《複数扱い》10人,10個  / 〈C〉10(10人,10個)一組のもの  / 〈C〉(カードケームの)10の札  / 10の,10人の,10個の  / 《補語にのみ用いて》10歳の(で)",
A1,tennis,noun,テニス,"テニス,庭球",
A1,terrible,adjective,恐ろしい,"恐ろしい,怖い  / ひどい,すさまじい  / 《話》ひどく悪い,不愉快な",
A1,test,noun,試験,"〈C〉(人の能力などの)試験, テスト / 《物事の》 試験 《of ...》 / 化学分析",
A1,than,conjunction,…よりも,"《比較級の後に用いて》…よりも,に比べて  / 《関係代名詞的に用いて》…よりも",has_dots
A1,than,preposition,…より,"《比較級の後に用いて》…より, ...に比べて",has_dots
A1,thank,verb,に感謝する,"(…のことで)〈人〉‘に'感謝する,礼を言う《+名+for+名(doing)》",
A1,thanks,noun,ありがとう,"ありがとう / (…に対する)感謝の言葉(気持ち)《+for+名〈物・事〉,+to+名〈人〉》",
A1,that,conjunction,…ということ,"《名詞節を導いて》…ということ / 《it is(was)…that…の強調構文に用いられて》…のは… / 《原因・理由・判断の根拠を表す節》…だから,とは,の故に / 《目的・意図を表す節》…するように,するために / 《so(such)と相関して結果を表す節》(とても)…なので,…の結果 / 《範囲・制限を表す節》…する限りでは([[so far as]]) / 《願望・感情を表す節を導いて》",has_dots
A1,that,determiner,あの...,"あの...,その... / 《this と対照的・相関的に用い,二つのもののうち遠いほうを指して》あの...,その...,あっちの... / 《関係詞の先行詞の前に付いて》(…する)あの",
A1,that,pronoun,あれ,"《人・物・事・時などを指して,あるいは述べたこと全体を受けて》あれ,それ,あの(その)こと(人,物,時)  / 《前に述べた語・句・節を繰り返すことを避けて》(…の)それ  / 《後に述べる語・句・節を指して》  / 《this と対照させて二つのもののうち遠いほうを指して》あれ,そちら,あちら;(this の後者に対して)前者  / 《関係代名詞 which の先行詞に用いて》(…するところの)",
A1,theater,noun,劇場,"〈C〉劇場, 映画館 / 《the》劇, 演劇 / (事件・活動の)現場,舞台",
A1,their,determiner,彼らの,"彼らの, 彼女らの, それらの",
A1,them,pronoun,彼らを,"彼らを, 彼女らを, それらを, それらに",
A1,then,adverb,その時,"その時,あの時,そのころ  / (時間・場所・順番などが)それから,その次に,隣に,その[すぐ]後で  / その上,それに  / 《通例文頭または文尾において》それでは,それなら,その結果  / その時の,当時の  / その時",
A1,there,adverb,そこで,"そこで(に,へ) / その時に / その点で / 《文頭に置いて》そら,あれ / 《その場にいる人に》そこの人 / 《名詞の後に用いて》そこの,あそこの / 《~ is, are ...》…がある",
A1,these,determiner,これらの,"これらの,この,こちらの / 現在までの, 最近の / 次の, 次に述べる",
A1,these,pronoun,これら,"これら,これ,こちら",
A1,they,pronoun,彼らは,"彼らは, 彼女らは, それらが, それらは / (一般に) 人々, 世間の人",
A1,thick,adjective,厚い,厚い / 太い / 濃い / 密な,
A1,thin,adjective,薄い,"薄い  / 細い  / やせた,やつれた  / (液体・気体が)薄い,希薄な  / まばらな,密集していない  / 内容のない,見え透いた  / (音・声が)か細い  / 薄く,細く,まばらに  / …‘を'薄くする,細くする,まばらにする  / 薄くなる,細くなる,まばらになる",
A1,thing,noun,物,"〈C〉(形のある)物,物体;(生物に対しての)無生物  / 〈C〉(形のない)もの,事,事柄,でき事  / 《複数形で》事情,事態,状勢,状況  / 《複数形で》(すべての)事物,事柄  / 《通例 the~》(努力・活動などの)目的,目標  / 〈C〉衣服,衣類・《one's things》持ち物,所持品,身の回り品  / 《複数形で》道具,用具・〈C〉《親愛・哀れみ・軽べつなどの感情をこめて》",too_short
A1,think,verb,を考える,〈他〉を考える / ...と思う《~ that ...》 / ...を企てる / 〈自〉考える,
A1,thirteen,number,13,"〈C〉(数の)13;13の記号  / 〈U〉(24時間制の)13時,13分,13歳  / 《複数扱い》13人,13個  / 13の,13人の,13個の  / 《補語にのみ用いて》13歳の(で)",
A1,thirty,number,30,"〈C〉(数の)30;30の記号(30,XXX など)  / 〈C〉30分,30歳  / 《複数扱い》30個;30人《the thirties》(世紀の)30年代  / 30の,30人の,30個の  / 《補語にのみ用いて》30歳(で)",
A1,this,determiner,この,"この / 今の, 現在の, 最近の / 《that と対照的に》この,こっちの",
A1,this,pronoun,これ,"《近くの人・物・事を指して》これ,この人,こちら  / 《時間・場所を指して》今,現在,今日;ここ  / 《次に述べること・今述べたことを指して》このこと,これ,こういうこと  / 《that と対照的に》  / (that の前者に対して)後者",
A1,those,determiner,あれらの...,"あれらの... ,あの... , それらの... ,その... / 《those…who(which)…の形で》…するような... , …であるような...",
A1,those,pronoun,それら,"それら, あれら, あの人たち  / 《複数名詞の反復を避けて》《…の》それ《of ...》  / 《[[those who…|those who]]の形で》(…である,…する)人たち",
A1,three,number,3,"3;3の記号(3,?など)  / 〈U〉3時,3分;3歳  / 《複数扱い》3人;3個  / 〈C〉三つ(3人,3個)一組のもの  / (カードゲーム・さいころなどの)3の札,3の目  / 3の,3人の,3個の  / 《補語にのみ用いて》3歳の(で)",too_short
A1,through,preposition,…を貫いて,"《運動や状態の変化を表す動詞とともに》(一方の端から他方へ) …を貫いて,通って / 《場所》…の中を, ...じゅうに /  《期間》…じゅうずっと / 《手段・原因》 ...によって / 《完了・終了》…を終わって / 《貫通・通過》…を貫いて,通って",has_dots
A1,throw,noun,投げること,"『投げること』,投球;発射 / 投げて届く距離,射程 / ショール,スカーフ,えりまき",
A1,ticket,noun,切符,"切符,乗車券;入道券;(宝くじなどの)券,礼  / 正礼,値札,(品質・サイズなどの)表示札  / 《米》(政党の)公認候補者名簿  / 《話》交通違反者の呼び出し状  / 《the~》《 話》必要なもの  / 《the ~》《古・話》正しいこと,適なこと",
A1,tiger,noun,トラ,『トラ』 / トラのようにどう猛な(勇敢な)人,
A1,tight,adjective,きっちり締まった,きっちり締まった / すきまのない / ピンと張った / (衣服などが) きつい / (時間的・空間的に)余裕のない,
A1,time,noun,時間,"〈U〉《冠詞をつけずに》(空間に対しての)時間,時 / 〈U〉(時計で示される)時刻 / 〈U〉(ある方式で決められる)標準時 / 〈C〉〈U〉(特定の)時,頃 / 〈U〉《しばしば A ~》(ある長さの)期間 / 《しばしば複数形で》(歴史上の)時代 / 〈C〉…回,度 / 〈C〉…倍",
A1,tired,adjective,疲れた,"『疲れた』 / 《補語にのみ用いて》『飽きた』,うんざりした;(…に)飽きた《+of+名(doing)》 / (文句などが)陳腐な",
A1,to,infinitive-to,…すること,"【to不定詞】《名詞的用法》『…すること』 / 《形容詞的用法》『…するための,すべき』 / 《副詞的用法》『…するために』,して,するとは,すれば / 《独立用法》 / 《文全体を修飾する慣用語句》…すれば,してみると,…だが",has_dots
A1,today,adverb,きょう,"きょう[は],本日[は]  / 現代では,今日では",
A1,today,noun,きょう,"きょう,本日  / 現代,今日",
A1,together,adverb,いっしょに,"いっしょに,共に,連れ立って  / 一団(一体)となるように  / 互いに(…し合う)  / 協力して,一致して,調和して  / ひっくるめて,総合して  / 同時に,一度に",
A1,toilet,noun,便器,"〈C〉(水洗式の)『便器』 / 〈C〉(水洗式便器のある)洗面所,化粧室,浴室;トイレ,便所（アメリカでは「restroom」や「bathroom」と言い換えた呼び方が普通）〈U〉〈C〉化粧,身じたく / 〈U〉〈C〉《文》服装,衣装",
A1,tomato,noun,トマト,トマト;トマトの木,
A1,tomorrow,adverb,明日に,"明日に, 明日は",
A1,tomorrow,noun,明日,〈U〉明日 / 将来,
A1,tonight,adverb,今晩,"今晩,今夜  / 今夜[は]",
A1,too,adverb,…もまた,"…もまた,その上  / あまりにも,過度に,必要以上に  / 非常に,大変,はなはだ(very, extremely)  / 《話》《相手の否定の言葉に,肯定で応じて》ところがどうして",has_dots
A1,tool,noun,道具,"(金づち・スパナー・のこぎりなど大工・指物仕事をするための)道具,工具  / (機械の部品を切削・加工する)動力機械(器具)  / (2の)切削(加工)部分  / 道具に使われる人,手先  / 《比喩的に》(一般に)道具,手段  /",
A1,tooth,noun,歯,"歯  / 歯状の物,(くし・のこぎり・歯車・フォークなど)歯の働きをする物  /",too_short
A1,top,noun,いちばん上の部分,"〈C〉《the ~》いちばん上の部分 / 《the ~》《...の》最上面 《of ...》 / 《the ~》《…の》最高位, 首位《of ...》 /  《the ~》《…の》最高の程度,頂点《of ...》",
A1,topic,noun,話題,(…の)話題;論題《+of+名》,
A1,touch,noun,触覚,"〈U〉触覚, 触感 / 〈C〉触ること / 〈U〉《...の》気味, 気配《of ...》",
A1,towel,noun,タオル,"タオル,手ぬぐい,手ふき  /",
A1,tower,noun,塔,"塔,タワー",too_short
A1,town,noun,町,"〈C〉町  / 《the~;一つの町を指して言うとき a~》(田舎と区別して)都会;都会生活  / 《冠詞をつけずに》都心,(商店の立ち並ぶ)下町  / 《冠詞をつけずに》(ある地域の)主要な町(市);(一国の)首都  / 《the~》《集合的に;単数扱い》町の人たち,町民",too_short
A1,toy,noun,おもちゃ,"おもちゃ,玩具  / 小さくてちゃちな物  / 《名詞の前にのみ用いて》  / おもちゃの,愛玩用の  /",
A1,train,noun,列車,"〈C〉列車, 電車",
A1,travel,verb,旅行する,"(特に遠くへ)旅行する  / 〈セールスマンなどが〉(…の)注文取りに出る,外交をして回る《+for+名》  / 〈視線・気持ちなどが〉移る,移動する  / 《副詞[句]を伴って》〈音・光などが〉伝わる,進む  / (…と)つきあう《+with(in)+名》  / 《俗》すばやく走る,進む  / 〈ある場所〉‘を'旅行する  / 〈ある距離〉‘を'行く,進む",
A1,tree,noun,木,"木,樹木;(潅木)(bush, shrub),低木に対し)喬木,高木  / (低木や草質植物でも形が高木に似ている)木;  / 木製具  / 枝分かれした図;系統図;(特に)家系図(family tree)",too_short
A1,trip,noun,旅行,"旅行,出張；外出；つまづき；",
A1,trousers,noun,ズボン,『ズボン』,
A1,truck,noun,運搬車,"〈C〉運搬車,トロッコ；トラック,貨物自動車",
A1,true,adjective,ほんとうの,"ほんとうの,真実の  / 本物の,正真正銘の([[real]])  / 誠実な,忠実な,忠誠な([[faithful]])  / 心からの,うそ偽りのない  / 寸分違わない,正確に一致する,適合する  / 正当な,適正な,正しい([[proper]])  / 間違いない,確実な  / 〈機械・器具などが〉正確にできた,正しい位置にある / 〈声などが〉正しい調子の",
A1,try,noun,試し,"試し,試み;努力  / (ラグビーの)トライ",
A1,tube,noun,管,"(金属・ガラス・ゴムなどの)管,筒  / (絵の具・歯みがきなどの)チューブ  / 《米》(列車・地下鉄の)トンネル  / 《英》地下鉄(《米》subway)  / (ラジオ・テレビなどの)真空管(vacuum tube)  / (動植物の)管状器官",too_short
A1,turkey,noun,シチメンチョウ,"〈C〉『シチメンチョウ』(七面鳥) / 〈U〉シチメンチョウに肉 / 〈C〉《話》失敗作,だめなもの,だめな人,いやなやつ",
A1,turn,noun,回転,"〈C〉回転,回ること / 〈C〉方向転換,曲がること,折り返し / 〈C〉順番,番 / 〈C〉《a ~》(状況などの)変化,転機 / 〈C〉曲がり角",
